2020-03-05 23:22:34.362308

Beginning site yahoo_com at url http://yahoo.com 
Rescrolling page to 35000 
Rescrolling page to 35200 
Rescrolling page to 35400 
Rescrolling page to 35600 
Rescrolling page to 35800 
Rescrolling page to 36000 
Rescrolling page to 36200 
Rescrolling page to 36400 
Rescrolling page to 36600 
Rescrolling page to 36800 
Rescrolling page to 37000 
Rescrolling page to 37200 
Rescrolling page to 37400 
Rescrolling page to 37600 
Rescrolling page to 37800 
Rescrolling page to 38000 
Rescrolling page to 38200 
Rescrolling page to 38400 
Rescrolling page to 38600 
Rescrolling page to 38800 
Rescrolling page to 39000 
Rescrolling page to 39200 
Rescrolling page to 39400 
Rescrolling page to 39600 
Rescrolling page to 39800 
Rescrolling page to 40000 
Rescrolling page to 40200 
Rescrolling page to 40400 
Rescrolling page to 40600 
Rescrolling page to 40800 
Rescrolling page to 41000 
Rescrolling page to 41200 
Rescrolling page to 41400 
Rescrolling page to 41600 
Rescrolling page to 41800 
Rescrolling page to 42000 
Rescrolling page to 42200 
Rescrolling page to 42400 
Rescrolling page to 42600 
Rescrolling page to 42800 
Rescrolling page to 43000 
Rescrolling page to 43200 
Rescrolling page to 43400 
Rescrolling page to 43600 
Rescrolling page to 43800 
Rescrolling page to 44000 
Rescrolling page to 44200 
Rescrolling page to 44400 
Rescrolling page to 44600 
Rescrolling page to 44800 
Rescrolling page to 45000 
Rescrolling page to 45200 
Rescrolling page to 45400 
Rescrolling page to 45600 
Rescrolling page to 45800 
Rescrolling page to 46000 
Rescrolling page to 46200 
Rescrolling page to 46400 
Rescrolling page to 46600 
Rescrolling page to 46800 
Rescrolling page to 47000 
Rescrolling page to 47200 
Rescrolling page to 47400 
Rescrolling page to 47600 
Rescrolling page to 47800 
Rescrolling page to 48000 
Rescrolling page to 48200 
Rescrolling page to 48400 
Rescrolling page to 48600 
Rescrolling page to 48800 
Rescrolling page to 49000 
Rescrolling page to 49200 
Rescrolling page to 49400 
Rescrolling page to 49600 
Rescrolling page to 49800 
Rescrolling page to 50000 
Rescrolling page to 50200 
Rescrolling page to 50400 
Rescrolling page to 50600 
Rescrolling page to 50800 
Rescrolling page to 51000 
Rescrolling page to 51200 
Rescrolling page to 51400 
Rescrolling page to 51600 
Window height: {'width': 2560, 'height': 1440} 
Window height with 150px addition: {'width': 2560, 'height': 51833} 
Something went wrong when trying to take the screenshot: Message: [Exception... "Failure"  nsresult: "0x80004005 (NS_ERROR_FAILURE)"  location: "<unknown>"  data: no]
 
Finished site yahoo_com in 0:02:17.247294 

